Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Change in Interest in Net Assets,Non Operating Gains Losses,Equity Method of Alternative Investment,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,"FINANCIAL METRICS (With COVID-19 Relief Funds)
Operating Margin ","FINANCIAL METRICS (With COVID-19 Relief Funds) 
Non Operating Margin "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Total Margin"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Current Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Days in Accounts Receivable"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Payment Period"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Debt Service Coverage Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Cash Flow to Total Debt"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Equity Financing Ratio "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Age of Plant"," FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Excess of Revenue, Gains and Other Support Over Expenses (Without COVID-19 Relief Funds)", FINANCIAL METRICS (Without COVID-19 Relief Funds) Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Non-Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Margin (Without COVID-19 Relief Funds)
6309,Berkshire Medical Center,AcuteHospital,3106,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$157,791,189",,,"$52,355,376","$7,053,575",,"$25,625,991","$242,826,131","$327,213,980",,,,"$682,584,359","$489,310,599","$193,273,760","$19,613,430","$540,101,170","$782,927,301",,"$82,780,256","$22,316,718","$62,571,634","$167,668,608","$55,026,720",,"$19,375,969","$74,402,689","$242,071,297","$501,052,147","$31,920,655","$7,883,202","$540,856,004","$782,927,301","$491,123,631",,"$82,786,355","$12,981,673","$194,176","$249,185","$587,335,020","$30,495,157",,,"$24,170,792",,"$54,665,949","$642,000,969","$283,250,237",,"$33,228,416","$2,059,122","$4,195,805","$222,567,359",,"$545,300,939","$96,700,030","($18,228,398)","$147,515","$78,619,147",,,"$78,619,147",6.5%,8.5%,15.1%,1.4,39,61,64.1,58.3%,69.1%,15,"$83,524,181",4.6%,8.7%,13.3%
8,Fairview Hospital,AcuteHospital,3106,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$6,137,117",,,"$8,632,371","$16,030,490",,"$2,024,075","$32,824,053","$36,868,173",,,,"$45,411,919","$32,198,291","$13,213,628","$730,285","$50,812,086","$83,636,139",,"$17,605,108",,"$5,861,746","$23,466,854","$2,774,811",,"$2,098,611","$4,873,422","$28,340,276","$49,510,287","$5,527,334","$258,242","$55,295,863","$83,636,139","$68,434,900",,"$4,568,389","$4,201,756","$30,000","$16,380","$77,251,425","$3,016,435",,,"$2,737,213",,"$5,753,648","$83,005,073","$38,581,189",,"$2,503,707","$103,799","$548,726","$25,771,546",,"$67,508,967","$15,496,106","($201,462)","$296,983","$15,591,627",,,"$15,591,627",11.7%,6.9%,18.7%,1.4,46,33,174.4,68.6%,66.1%,13,"$11,264,350",7.0%,7.3%,14.3%
3106,"Berkshire Health Systems, Inc.",HHS,3106,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$192,217,630",,,"$65,218,752",,,"$32,842,239","$290,278,621","$377,524,468",,,,"$733,039,260","$525,914,245","$207,125,015","$21,822,753","$606,472,236","$896,750,857",,"$102,595,369",,"$84,560,795","$187,156,164","$57,801,531",,"$49,477,372","$107,278,903","$294,435,067","$556,726,357","$37,447,989","$8,141,444","$602,315,790","$896,750,857","$618,866,729",,"$104,242,738","$17,353,702","$224,176","$265,565","$740,952,910","$34,432,209",,,"$39,700,041",,"$74,132,250","$815,085,160","$437,528,459",,"$35,830,275","$2,168,232","$4,744,531","$240,224,533",,"$720,496,030","$94,589,130",,"$697,598","$95,286,728",,,"$95,286,728",2.5%,9.1%,11.6%,1.6,38,45,61.2,53.2%,67.2%,15,"$77,011,252",0.4%,9.3%,9.7%
11794,Berkshire Faculty Services,PhysicianOrganization,3106,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$44,302,340",,"$8,043,600","$170,273",,,"$52,516,213",,,,"$5,886,057",,"$5,886,057","$58,402,270","$54,113,046",,,,,"$17,126,625",,"$71,239,671","($12,837,401)","$12,837,401",,,,,-,-32.1%,10.1%,-22.0%,-,,,0.0,,,0,"($13,007,674)",-32.4%,10.1%,-22.3%
12118,Berkshire Orthopaedic Associates,PhysicianOrganization,3106,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$9,686,104",,"$381,712",,,,"$10,067,816",,,,,,-,"$10,067,816","$10,660,212",,,$11,,"$2,163,539",,"$12,823,762","($2,755,946)","$3,310,362",,"$554,416",,,"$554,416",-27.4%,,-27.4%,-,,,"(250,539.5)",,,0,"($2,755,946)",-27.4%,,-27.4%
39,Cape Cod Hospital,AcuteHospital,3109,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$12,140,469","$84,223,442","$1,926,458","$58,178,412","$91,380,268",,"$22,118,178","$269,967,227","$46,324,090",,,,"$477,813,332","$290,084,160","$187,729,172","$277,382,758","$511,436,020","$781,403,247","$10,975,943","$19,953,749","$16,328,720","$135,733,505","$182,991,917","$83,157,970",,"$2,263,223","$85,421,193","$268,413,110","$466,666,047","$46,324,090",,"$512,990,137","$781,403,247","$583,967,563",,"$9,471,478","$11,620,084",,"$1,670,357","$606,729,482","$2,795,206","$889,039","$321,815","$16,700,586",,"$20,706,646","$627,436,128","$310,230,231",,"$19,978,024","$3,381,447","$5,663,924","$235,451,643",,"$574,705,269","$52,730,859","($40,447,796)","$2,018,474","$14,301,537",,,"$14,301,537",5.1%,3.3%,8.4%,1.5,36,107,5.3,27.3%,65.6%,15,"$41,110,775",3.3%,3.4%,6.7%
40,Falmouth Hospital,AcuteHospital,3109,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$787,107","$31,486,142","$246,488","$15,407,345","$4,138,593",,"$5,643,559","$57,709,234","$17,474,231",,,,"$185,085,439","$114,910,337","$70,175,102","$184,510,494","$272,159,827","$329,869,061","$3,207,784","$4,196,086","$18,044,262","$36,395,377","$61,843,509","$19,424,698",,"$983,193","$20,407,891","$82,251,400","$230,143,430","$17,474,231",,"$247,617,661","$329,869,061","$161,074,834",,"$2,450,981","$3,858,711",,"$664,606","$168,049,132","$1,815,680","$969,390",,"$19,402,066",,"$22,187,136","$190,236,268","$91,512,097",,"$7,107,183","$890,283","$2,345,770","$64,175,120",,"$166,030,453","$24,205,815","($13,004,901)","($951,655)","$10,249,259",,,"$10,249,259",1.1%,11.7%,12.7%,0.9,35,132,7.9,38.5%,75.1%,16,"$20,347,104",-1.0%,11.9%,10.9%
3109,"Cape Cod Healthcare, Inc.",HHS,3109,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$51,813,764","$173,802,037","$14,036,586","$88,754,351",,,"$50,931,973","$379,338,711","$66,557,334","$13,044,386",,,"$824,797,271","$490,290,424","$334,506,847","$570,514,770","$984,623,337","$1,363,962,048","$14,530,556","$24,149,835",,"$256,440,122","$295,120,513","$105,980,970",,"$69,871,542","$175,852,512","$470,973,025","$808,868,458","$84,120,565",,"$892,989,023","$1,363,962,048","$881,435,233",,"$52,915,201","$17,243,886",,"$2,993,473","$954,587,793","$10,762,212","$7,420,224","$321,815","$25,893,350",,"$44,397,601","$998,985,394","$579,132,545",,"$43,333,786","$4,587,133","$8,009,694","$330,825,459",,"$965,888,617","$33,096,777",,"$3,731,749","$36,828,526",,,"$36,828,526",-1.1%,4.4%,3.3%,1.3,37,107,4.2,19.1%,65.5%,11,"$15,852,891",-2.9%,4.5%,1.6%
11810,Medical Affiliates of Cape Cod Inc,PhysicianOrganization,3109,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$76,245,839",,"$1,103,996","$933,373",,"$12,585","$78,295,793",,,,"($14,060,503)",,"($14,060,503)","$64,235,290","$87,928,965",,"$687,203",,,"$27,638,724",,"$116,254,892","($52,019,602)","$52,019,602",,,,,-,-59.1%,-21.9%,-81.0%,-,,,0.0,,,0,"($52,952,975)",-61.4%,-22.2%,-83.7%
91,Massachusetts General Hospital,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$42,091,000","$14,961,000","$144,683,000","$432,005,000",,"$19,671,000","$203,407,000","$856,818,000","$328,681,000","$40,265,000","$2,003,418,000",,"$4,224,113,000","$2,440,107,000","$1,784,006,000","$463,967,000","$4,620,337,000","$5,477,155,000","$59,614,000","$271,718,000","$79,457,000","$632,330,000","$1,043,119,000","$526,420,000",,"$713,401,000","$1,239,821,000","$2,282,940,000","$1,105,361,000","$2,088,854,000",,"$3,194,215,000","$5,477,155,000","$3,376,489,000",,"$1,536,963,000","$82,414,000","$163,000",,"$4,996,029,000","$5,452,000",,,"($247,000)",,"$5,205,000","$5,001,234,000","$1,762,382,000",,"$228,926,000","$24,874,000","$26,385,000","$2,717,418,000",,"$4,759,985,000","$241,249,000","($547,497,000)","$31,859,000","($274,389,000)","($2,262,000)",,"($276,651,000)",4.7%,0.1%,4.8%,0.8,47,62,5.9,30.0%,58.3%,11,"$158,672,000",3.1%,0.1%,3.2%
22,Brigham and Women's Hospital,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$65,868,000","($18,972,000)","$179,971,000","$380,174,000",,"$14,040,000","$186,318,000","$807,399,000","$39,145,000","$74,794,000",,,"$3,352,729,000","$1,732,462,000","$1,620,267,000","$753,779,000","$2,487,985,000","$3,295,384,000","$129,090,000","$196,529,000","$64,853,000","$559,893,000","$950,365,000","$1,415,927,000",,"$316,251,000","$1,732,178,000","$2,682,543,000","$142,709,000","$470,132,000",,"$612,841,000","$3,295,384,000","$2,707,498,000",,"$934,303,000","$47,000,000","$30,000",,"$3,688,831,000","$4,966,000","($3,000)",,"($6,000)",,"$4,957,000","$3,693,788,000","$1,266,516,000",,"$192,488,000","$51,273,000","$21,169,000","$1,847,532,000",,"$3,378,978,000","$314,810,000","($599,069,000)","$14,374,000","($269,885,000)","$14,150,000",,"($255,735,000)",8.4%,0.1%,8.5%,0.8,51,86,3.1,21.4%,18.6%,9,"$267,780,000",7.2%,0.1%,7.3%
59,Brigham and Women's Faulkner Hospital,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$5,812,000","($801,000)",,"$33,800,000",,"$902,000","$5,829,000","$45,542,000",,"$49,000",,,"$239,529,000","$142,037,000","$97,492,000","$8,152,000","$105,693,000","$151,235,000","$1,858,000","$32,502,000","$6,312,000","$29,041,000","$69,713,000","$6,362,000",,"$6,720,000","$13,082,000","$82,795,000","$62,625,000","$5,815,000",,"$68,440,000","$151,235,000","$317,590,000",,"$7,564,000","$6,800,000","$30,000",,"$331,984,000","$30,000",,,"($23,000)",,"$7,000","$331,991,000","$164,233,000",,"$14,083,000","$397,000","$2,288,000","$135,136,000",,"$316,137,000","$15,854,000","($68,426,000)","$908,000","($51,664,000)","$1,171,000",,"($50,493,000)",4.8%,,4.8%,0.7,39,45,13.5,39.4%,45.3%,10,"$9,024,000",2.8%,,2.8%
345,North Shore Medical Center,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$17,245,000","($3,266,000)","$254,000","$49,460,000",,"$5,419,000","$7,936,000","$77,048,000","$1,186,000","$599,000",,,"$611,868,000","$253,663,000","$358,205,000","$63,277,000","$423,267,000","$500,315,000","$9,079,000","$43,596,000","$8,235,000","$52,180,000","$113,090,000","$162,179,000",,"$12,757,000","$174,936,000","$288,026,000","$156,118,000","$56,171,000",,"$212,289,000","$500,315,000","$490,943,000",,"$26,437,000","$3,800,000",,,"$521,180,000","$65,000",,,"($562,000)",,"($497,000)","$520,683,000","$276,732,000",,"$37,148,000","$7,084,000","$2,640,000","$181,365,000",,"$504,969,000","$15,714,000","($149,188,000)",,"($133,474,000)","$3,339,000",,"($130,135,000)",3.1%,-0.1%,3.0%,0.7,37,54,3.7,19.2%,42.4%,7,"$11,914,000",2.4%,-0.1%,2.3%
105,Newton-Wellesley Hospital,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$9,249,000","$16,880,000","$777,000","$57,505,000",,"$2,398,000","$13,262,000","$100,071,000","$6,522,000","$1,398,000",,,"$568,055,000","$338,560,000","$229,495,000","$123,214,000","$360,629,000","$460,700,000","$20,551,000","$53,750,000","$13,519,000","$65,476,000","$153,296,000","$182,245,000",,"$37,527,000","$219,772,000","$373,068,000","($19,966,000)","$107,598,000",,"$87,632,000","$460,700,000","$587,105,000",,"$23,399,000","$2,000,000",,,"$612,504,000","$29,000",,,"($3,170,000)",,"($3,141,000)","$609,363,000","$296,553,000",,"$34,565,000","$4,785,000","$5,063,000","$264,245,000",,"$605,211,000","$4,152,000","($70,864,000)","$987,000","($65,725,000)","$2,971,000",,"($62,754,000)",1.2%,-0.5%,0.7%,0.7,36,64,1.7,11.5%,19.0%,10,"$2,152,000",0.9%,-0.5%,0.4%
50,Cooley Dickinson Hospital,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$7,914,000","($23,782,000)","$23,782,000","$20,446,000","$9,755,000",,"$3,959,000","$42,074,000","$7,678,000",,"$12,630,000",,"$201,587,000","$125,974,000","$75,613,000","$13,382,000","$109,303,000","$151,377,000","$5,028,000","$29,074,000",,"$23,678,000","$57,780,000","$32,396,000",,"$19,539,000","$51,935,000","$109,715,000","$29,032,000","$12,630,000",,"$41,662,000","$151,377,000","$226,548,000",,"$4,700,000","$4,760,000","$19,000",,"$236,027,000",,,,"$83,000",,"$83,000","$236,110,000","$100,516,000",,"$11,818,000","$1,545,000","$1,110,000","$96,128,000",,"$211,117,000","$24,993,000","($26,054,000)","$65,000","($996,000)",,,"($996,000)",10.6%,,10.6%,0.7,33,53,5.8,40.8%,27.5%,11,"$20,214,000",8.7%,,8.7%
88,Martha's Vineyard Hospital,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$29,108,000","$26,507,000","$25,146,000","$8,228,000",,,"$2,291,000","$91,280,000","$47,420,000",,,,"$117,408,000","$62,380,000","$55,028,000","$17,698,000","$120,146,000","$211,426,000","$40,000","$32,632,000","$228,000","$10,734,000","$43,634,000","$706,000",,"$7,064,000","$7,770,000","$51,404,000","$144,431,000","$15,591,000",,"$160,022,000","$211,426,000","$107,861,000",,"$4,613,000","$1,488,000","$30,000",,"$113,992,000","$14,042,000","$1,235,000",,"$733,000",,"$16,010,000","$130,002,000","$65,165,000",,"$5,500,000","$31,000","$387,000","$37,679,000",,"$108,762,000","$21,240,000","($1,394,000)",,"$19,846,000","$357,000",,"$20,203,000",4.0%,12.3%,16.3%,2.1,28,39,377.1,60.3%,75.7%,11,"$19,722,000",2.9%,12.5%,15.3%
101,Nantucket Cottage Hospital,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$6,536,000","$520,000","$4,649,000","$5,539,000","$4,981,000","$453,000","$7,121,000","$29,799,000","$4,492,000","$5,054,000",,,"$127,556,000","$34,121,000","$93,435,000","$41,718,000","$144,699,000","$174,498,000","$85,000","$2,011,000",,"$6,380,000","$8,476,000","$1,885,000",,"$1,199,000","$3,084,000","$11,560,000","$112,813,000","$50,125,000",,"$162,938,000","$174,498,000","$69,010,000",,"$1,370,000","$1,000,000","$140,000",,"$71,520,000","$5,000","$1,653,000",,"$3,019,000",,"$4,677,000","$76,197,000","$38,018,000",,"$5,907,000","$103,000","$265,000","$27,916,000",,"$72,209,000","$3,988,000","($6,768,000)","$9,953,000","$7,173,000","$3,000",,"$7,176,000",-0.9%,6.1%,5.2%,3.5,29,36,53.2,95.5%,93.4%,6,"$2,848,000",-2.4%,6.2%,3.8%
89,Massachusetts Eye and Ear Infirmary,AcuteHospital,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$8,399,000","$47,346,000","$5,199,000","$26,033,000",,"$140,000","$11,326,000","$98,443,000","$4,750,000",,,,"$283,470,000","$150,918,000","$132,552,000","$52,181,000","$189,483,000","$287,926,000","$7,372,000","$23,331,000","$9,596,000","$47,567,000","$87,866,000","$123,898,000",,"$56,920,000","$180,818,000","$268,684,000","$18,242,000","$1,000,000",,"$19,242,000","$287,926,000","$244,584,000",,"$60,688,000","$7,700,000","$10,000",,"$312,982,000","$2,257,000","($2,163,000)",,"($2,000)",,"$92,000","$313,074,000","$96,559,000",,"$20,005,000","$5,546,000","$1,511,000","$188,804,000",,"$312,425,000","$649,000","($3,226,000)","$1,011,000","($1,566,000)","$12,000",,"($1,554,000)",0.2%,,0.2%,1.1,39,81,2.0,9.8%,6.7%,8,"($7,061,000)",-2.3%,,-2.3%
3791,Mass General Brigham,HHS,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
","$177,259,000","$3,395,005,000","$5,637,637,000","$1,332,404,000",,"$104,874,000","$766,951,000","$11,414,130,000","$6,202,723,000","$296,501,000",,,"$12,675,009,000","$6,413,282,000","$6,261,727,000","$4,790,051,000","$17,551,002,000","$28,965,132,000","$381,987,000","$785,917,000",,"$2,991,827,000","$4,159,731,000","$5,802,238,000",,"$2,827,660,000","$8,629,898,000","$12,789,629,000","$12,806,328,000","$3,369,175,000",,"$16,175,503,000","$28,965,132,000","$11,432,255,000",,"$4,329,996,000","$232,325,000","$1,727,000",,"$15,996,303,000","$2,339,707,000","($76,783,000)",,"$456,788,000",,"$2,719,712,000","$18,716,015,000","$8,296,031,000",,"$724,477,000","$162,128,000","$60,818,000","$6,310,362,000",,"$15,553,816,000","$3,162,199,000",,"$58,590,000","$3,220,789,000","$1,486,475,000",,"$4,707,264,000",2.4%,14.5%,16.9%,2.7,43,83,7.4,39.0%,55.8%,9,"$2,928,147,000",1.1%,14.7%,15.8%
8745,Partners Community Physician Organization,PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$94,048,000",,"$50,311,000","$3,200,000",,,"$147,559,000","$8,768,000",,,,,"$8,768,000","$156,327,000","$83,383,000",,"$1,548,000","$37,000",,"$75,766,000",,"$160,734,000","($4,407,000)","$23,908,000",,"$19,501,000","$1,000",,"$19,502,000",-8.4%,5.6%,-2.8%,-,,,(76.3),,,0,"($7,607,000)",-10.7%,5.7%,-5.0%
11002,Massachusetts General Hospital Physicians Organization,PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$918,199,000",,"$418,724,000","$16,562,000",,,"$1,353,485,000","$140,291,000",,,"($23,000)",,"$140,268,000","$1,493,753,000","$1,120,730,000",,"$13,483,000","$1,923,000",,"$175,896,000",,"$1,312,032,000","$181,721,000","($35,025,000)",,"$146,696,000","($649,000)",,"$146,047,000",2.8%,9.4%,12.2%,-,,,102.5,,,0,"$165,159,000",1.7%,9.5%,11.2%
10996,Brigham and Women's Physicians Organization,PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$813,528,000",,"$258,319,000","$14,457,000",,,"$1,086,304,000","$84,630,000",,,"($44,000)",,"$84,586,000","$1,170,890,000","$855,020,000",,"$8,649,000","$1,487,000",,"$163,342,000",,"$1,028,498,000","$142,392,000","($27,557,000)","$219,000","$115,054,000",,,"$115,054,000",4.9%,7.2%,12.2%,-,,,102.6,,,0,"$127,935,000",3.7%,7.3%,11.1%
11004,North Shore Physicians Group,PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$147,476,000",,"$38,957,000","$6,800,000",,,"$193,233,000","$3,000",,,"($76,000)",,"($73,000)","$193,160,000","$157,818,000",,"$1,298,000",,,"$48,084,000",,"$207,200,000","($14,040,000)","$29,744,000",,"$15,704,000",,,"$15,704,000",-7.2%,,-7.3%,-,,,0.0,,,0,"($20,840,000)",-11.1%,,-11.2%
8644,Newton-Wellesley Physician Hospital Group,PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$82,590,000",,"$38,367,000","$700,000",,,"$121,657,000",,,,"($48,000)",,"($48,000)","$121,609,000","$87,489,000",,"$1,350,000",,,"$33,310,000",,"$122,149,000","($540,000)","($4,922,000)",,"($5,462,000)",,,"($5,462,000)",-0.4%,,-0.4%,-,,,0.0,,,0,"($1,240,000)",-1.0%,,-1.0%
9323,CD Practice Associates,PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$53,796,000",,"$8,611,000","$2,480,000",,,"$64,887,000",,,,,,-,"$64,887,000","$58,529,000",,"$142,000",,,"$19,967,000",,"$78,638,000","($13,751,000)","$8,462,000",,"($5,289,000)",,,"($5,289,000)",-21.2%,,-21.2%,-,,,0.0,,,0,"($16,231,000)",-26.0%,,-26.0%
14423,"Massachusetts Eye and Ear Associates, Inc",PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$146,102,000",,"$22,937,000","$3,400,000",,,"$172,439,000","$3,088,000",,,,,"$3,088,000","$175,527,000","$135,015,000",,"$105,000","$1,000",,"$30,917,000",,"$166,038,000","$9,489,000","$478,000",,"$9,967,000",,,"$9,967,000",3.6%,1.8%,5.4%,-,,,"9,595.0",,,0,"$6,089,000",1.7%,1.8%,3.5%
16579,Nantucket Physician Organization,PhysicianOrganization,3791,2021,Sep 30,5,12,"10/01/2020-09/30/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$638,000",,"$35,000",,,,"$673,000",,,,,,-,"$673,000",,,,,,"$526,000",,"$526,000","$147,000","($1,228,000)",,"($1,081,000)",,,"($1,081,000)",21.8%,,21.8%,-,,,0.0,,,0,"$147,000",21.8%,,21.8%
3110,MetroWest Medical Center,AcuteHospital,3888,2021,Dec 31,5,12,"01/01/2021-12/31/2021
",$100,,,"$30,652,106",,"$1,496","$15,214,803","$45,868,505",,,,"$2,179,224","$107,166,218","$48,679,360","$58,486,858","$8,582,116","$69,248,198","$115,116,703","$1,275,529",,,"$59,232,523","$60,508,052","$1,493,435","$23,976,142","$4,206,003","$29,675,580","$90,183,632","$24,933,071",,,"$24,933,071","$115,116,703","$229,225,382",,"$1,695,645","($4,897,981)","$30,000",,"$226,053,046","$16,215","$2,056",,"$717,975",,"$736,246","$226,789,292","$124,269,508",,"$8,142,588","$130,315","$1,953,932","$102,835,092",,"$237,331,435","($10,542,143)",,,"($10,542,143)",,,"($10,542,143)",-5.0%,0.3%,-4.6%,0.8,49,96,(1.6),-3.9%,21.7%,6,"($5,674,162)",-2.8%,0.3%,-2.4%
127,Saint Vincent Hospital,AcuteHospital,3888,2021,Dec 31,5,12,"01/01/2021-12/31/2021
",$50,,,"$54,249,479",,"$677,847","$30,239,277","$85,166,653",,,,,"$379,067,294","$114,001,680","$265,065,614","$19,788,257","$284,853,871","$370,020,524","$2,403,848",,,"$86,067,957","$88,471,805","$1,234,907","$30,809,760","$2,090,979","$34,135,646","$122,607,451","$247,413,073",,,"$247,413,073","$370,020,524","$420,760,404",,"$6,439,425","($14,325,161)","$35,041",,"$412,909,709","$31,056","$14,141",,"($5,449,332)",,"($5,404,135)","$407,505,574","$262,736,077",,"$14,457,915","$329,293","$4,006,361","$231,588,446",,"$513,118,092","($105,612,518)",,,"($105,612,518)",,,"($105,612,518)",-24.6%,-1.3%,-25.9%,1.0,47,65,(33.2),-101.6%,66.9%,8,"($91,322,398)",-20.4%,-1.3%,-21.7%
3888,Tenet Healthcare Corporation,HHS,3888,2021,Dec 31,5,12,"01/01/2021-12/31/2021
","$2,364,000,000",,,"$2,770,000,000",,,"$1,941,000,000","$7,075,000,000",,,,"$3,254,000,000","$12,387,000,000","$5,960,000,000","$6,427,000,000","$10,823,000,000","$20,504,000,000","$27,579,000,000","$135,000,000",,,"$4,974,000,000","$5,109,000,000","$15,511,000,000",,"$2,702,000,000","$18,213,000,000","$23,322,000,000","$4,257,000,000",,,"$4,257,000,000","$27,579,000,000","$19,485,000,000",,"$218,000,000","$191,000,000",,,"$19,894,000,000",,,"($562,000,000)","($60,000,000)",,"($622,000,000)","$19,272,000,000","$8,878,000,000",,"$855,000,000","$923,000,000",,"$7,701,000,000","$1,000,000","$18,358,000,000","$914,000,000",,,"$914,000,000",,,"$914,000,000",8.0%,-3.2%,4.7%,1.4,52,107,2.5,8.6%,15.4%,7,"$723,000,000",7.0%,-3.3%,3.8%
11394,MetroWest Physicians Services,PhysicianOrganization,3888,2021,Dec 31,5,12,"01/01/2021-12/31/2021
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$8,332,806",,"$4,196,093","$1,130",,,"$12,530,029",$433,,,,,$433,"$12,530,462","$14,759,214",,"$42,909","$21,692",,"$3,797,574",,"$18,621,389","($6,090,927)",,,"($6,090,927)",,,"($6,090,927)",-48.6%,,-48.6%,-,,,(277.8),,,0,"($6,092,057)",-48.6%,,-48.6%
