Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Change in Interest in Net Assets,Non Operating Gains Losses,Equity Method of Alternative Investment,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,"FINANCIAL METRICS (With COVID-19 Relief Funds)
Operating Margin ","FINANCIAL METRICS (With COVID-19 Relief Funds) 
Non Operating Margin "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Total Margin"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Current Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Days in Accounts Receivable"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Payment Period"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Debt Service Coverage Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Cash Flow to Total Debt"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Equity Financing Ratio "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Age of Plant"," FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Excess of Revenue, Gains and Other Support Over Expenses (Without COVID-19 Relief Funds)", FINANCIAL METRICS (Without COVID-19 Relief Funds) Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Non-Operating Margin (Without COVID-19 Relief Funds), FINANCIAL METRICS (Without COVID-19 Relief Funds) Total Margin (Without COVID-19 Relief Funds)
3110,MetroWest Medical Center,AcuteHospital,3888,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",$199 ,,,"$31,634,680 ",,,"($185,124)","$9,123,503 ","$40,573,258 ",,,,"$2,133,494 ","$96,824,575 ","$41,194,523 ","$55,630,052 ","$9,511,001 ","$67,274,547 ","$107,847,805 ","$1,397,061 ",,,"$65,485,018 ","$66,882,079 ","$732,458 ","$23,976,142 ","$5,900,506 ","$30,609,106 ","$97,491,185 ","$10,356,620 ",,,"$10,356,620 ","$107,847,805 ","$217,388,668 ",,"$1,560,605 ","$32,029,902 ","$15,750 ",,"$250,994,925 ","$53,380 ","$1,000 ",,"$553,544 ",,"$607,924 ","$251,602,849 ","$130,241,230 ",,"$7,987,937 ","$330,631 ","$1,945,080 ","$100,994,844 ",,"$241,499,722 ","$10,103,127 ",,,"$10,103,127 ",,,"$10,103,127 ",3.80%,0.20%,4.00%,0.6,53,105,10.7,26.80%,9.60%,5,"($21,942,525)",-10.30%,0.30%,-10.00%
127,Saint Vincent Hospital,AcuteHospital,3888,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",$250 ,,,"$68,806,990 ",,,"$841,796 ","$17,255,062 ","$86,904,098 ",,,,,"$369,317,388 ","$101,677,478 ","$267,639,910 ","$21,113,334 ","$288,753,244 ","$375,657,342 ","$3,517,137 ",,,"$99,347,845 ","$102,864,982 ","$1,622,398 ","$30,809,760 ","$2,188,022 ","$34,620,180 ","$137,485,162 ","$238,172,181 ",,,"$238,172,181 ","$375,657,343 ","$430,435,022 ",,"$13,237,860 ","$40,381,024 ","$15,750 ",,"$484,069,656 ","$93,228 ","$60,625 ",,"($62,453)",,"$91,400 ","$484,161,056 ","$190,711,930 ",,"$15,533,813 ","$890,216 ","$3,867,648 ","$203,363,482 ",,"$414,367,089 ","$69,793,967 ",,,"$69,793,967 ",,,"$69,793,967 ",14.40%,,14.40%,0.8,58,94,19.6,81.70%,63.40%,7,"$29,397,193 ",6.60%,,6.60%
3888,Tenet Healthcare Corporation,HHS,3888,2020,31-Dec,5,12,"01/01/2020-12/31/2020
","$2,446,000,000 ",,,"$2,690,000,000 ",,,,"$2,011,000,000 ","$7,147,000,000 ",,,,"$2,534,000,000 ","$12,735,000,000 ","$6,043,000,000 ","$6,692,000,000 ","$10,733,000,000 ","$19,959,000,000 ","$27,106,000,000 ","$145,000,000 ",,,"$4,702,000,000 ","$4,847,000,000 ","$15,574,000,000 ",,"$3,796,000,000 ","$19,370,000,000 ","$24,217,000,000 ","$2,889,000,000 ",,,"$2,889,000,000 ","$27,106,000,000 ","$17,640,000,000 ",,"$266,000,000 ","$882,000,000 ",,,"$18,788,000,000 ",,,"($369,000,000)","($315,000,000)",,"($684,000,000)","$18,104,000,000 ","$8,418,000,000 ",,"$857,000,000 ","$1,003,000,000 ",,"$7,427,000,000 ",,"$17,705,000,000 ","$399,000,000 ",,,"$399,000,000 ",,,"$399,000,000 ",6.00%,-3.80%,2.20%,1.5,56,105,2,6.20%,10.70%,7,"($483,000,000)",1.20%,-4.00%,-2.80%
11394,MetroWest Physicians Services,PhysicianOrganization,3888,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$7,537,649 ",,"$2,666,496 ","$238,564 ",,,"$10,442,709 ",$39 ,,,,,$39 ,"$10,442,748 ","$13,844,801 ",,"$68,371 ","$21,386 ",,"$3,603,675 ",,"$17,538,233 ","($7,095,485)",,,"($7,095,485)",,,"($7,095,485)",-67.90%,,-67.90%,-,,,-327.6,,,0,"($7,334,049)",-71.90%,,-71.90%
14427,Saint Vincent Medical Company,PhysicianOrganization,3888,2020,31-Dec,5,12,"01/01/2020-12/31/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$29,644,816 ",,"$3,581,272 ","$587,975 ",,,"$33,814,063 ",$789 ,,,,,$789 ,"$33,814,852 ","$35,401,807 ",,"$526,046 ","$105,612 ",,"$13,977,450 ",,"$50,010,915 ","($16,196,063)",,,"($16,196,063)",,,"($16,196,063)",-47.90%,,-47.90%,-,,,-147.4,,,0,"($16,784,038)",-50.50%,,-50.50%
3113,Southcoast Hospitals Group,AcuteHospital,4027,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$116,901,297 ","$132,961,884 ","$1,830,941 ","$65,561,600 ","$23,785,299 ",,"$5,133,539 ","$33,336,203 ","$379,510,763 ","$89,349,201 ","$1,581,475 ",,,"$891,767,305 ","$544,354,070 ","$347,413,235 ","$395,740,582 ","$834,084,493 ","$1,213,595,256 ","$9,718,336 ","$140,637,374 ","$5,256,741 ","$123,611,463 ","$279,223,914 ","$193,277,836 ",,"$77,666,506 ","$270,944,342 ","$550,168,256 ","$580,944,505 ","$27,793,511 ","$54,688,984 ","$663,427,000 ","$1,213,595,256 ","$777,872,627 ",,"$65,425,784 ","$56,012,802 ","$14,049,771 ","$3,564,422 ","$916,925,406 ","$13,178,291 ","$1,124,541 ",,"$14,335,156 ","$1,901,871 ","$30,539,859 ","$947,465,265 ","$435,522,737 ",,"$55,067,520 ","$7,089,134 ","$7,902,828 ","$334,297,448 ",,"$839,879,667 ","$107,585,598 ","($34,247,026)","$11,099,853 ","$84,438,425 ",,,"$84,438,425 ",8.10%,3.20%,11.40%,1.4,31,64,10.1,34.40%,54.70%,10,"$37,523,025 ",0.80%,3.50%,4.30%
4027,"Southcoast Health Systems, Inc.",HHS,4027,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$159,515,915 ","$137,328,322 ","$5,850,941 ","$81,833,700 ",,,"$9,613,286 ","$37,064,414 ","$431,206,578 ","$129,585,296 ","$1,581,475 ",,,"$944,875,276 ","$570,951,805 ","$373,923,471 ","$603,766,606 ","$1,108,856,848 ","$1,540,063,426 ","$9,718,336 ","$161,956,049 ",,"$177,316,950 ","$348,991,335 ","$193,277,836 ",,"$131,797,209 ","$325,075,045 ","$674,066,380 ","$781,059,402 ","$28,219,003 ","$56,718,641 ","$865,997,046 ","$1,540,063,426 ","$967,192,079 ",,"$77,977,161 ","$61,874,339 ","$14,049,771 ","$3,588,045 ","$1,124,681,395 ","$20,566,846 ","$1,244,662 ",,"$20,639,654 ","$1,901,871 ","$44,353,033 ","$1,169,034,428 ","$684,612,095 ",,"$58,638,583 ","$7,089,134 ","$7,902,828 ","$344,511,101 ",,"$1,102,753,741 ","$66,280,687 ",,"$14,888,374 ","$81,169,061 ",,,"$81,169,061 ",1.90%,3.80%,5.70%,1.2,31,65,7.9,23.00%,56.20%,10,"($9,643,423)",-4.90%,4.10%,-0.90%
11497,Southcoast Physician Group,PhysicianOrganization,4027,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$153,681,896 ",,"$41,883,450 ","$5,714,329 ",,,"$201,279,675 ",,,,,,-,"$201,279,675 ","$218,903,939 ",,"$2,919,622 ",,,"$47,430,191 ",,"$269,253,752 ","($67,974,077)","$47,780,216 ",,"($20,193,861)",,,"($20,193,861)",-33.80%,,-33.80%,-,,,0,,,0,"($73,688,406)",-37.70%,,-37.70%
4,Baystate Medical Center,AcuteHospital,4066,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$530,067,000 ","$236,878,000 ",,"$125,612,000 ","$30,596,000 ",,"$6,699,000 ","$51,541,000 ","$981,393,000 ","$283,091,000 ",,"$13,935,000 ","$1,853,000 ","$1,586,227,000 ","$1,039,326,000 ","$546,901,000 ","$44,569,000 ","$890,349,000 ","$1,871,742,000 ","$17,389,000 ","$29,766,000 ","$1,309,000 ","$369,790,000 ","$418,254,000 ","$512,744,000 ",,"$84,311,000 ","$597,055,000 ","$1,015,309,000 ","$839,711,000 ","$11,120,000 ","$5,602,000 ","$856,433,000 ","$1,871,742,000 ","$1,269,508,000 ",,"$110,519,000 ","$71,361,000 ","$19,615,000 ","$1,344,000 ","$1,472,347,000 ","$5,535,000 ",,,"$3,362,000 ",,"$8,897,000 ","$1,481,244,000 ","$588,117,000 ",,"$57,161,000 ","$9,888,000 ","$11,556,000 ","$719,341,000 ",,"$1,386,063,000 ","$95,181,000 ","($77,848,000)","$628,000 ","$17,961,000 ","($5,408,000)",,"$12,553,000 ",5.80%,0.60%,6.40%,2.3,36,107,5.9,16.40%,45.80%,18,"$4,205,000 ",-0.30%,0.60%,0.30%
5,Baystate Franklin Medical Center,AcuteHospital,4066,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$28,932,000 ","$1,611,000 ",,"$9,077,000 ","$1,000 ",,"$1,588,000 ","$2,757,000 ","$43,966,000 ","$5,870,000 ",,"$11,238,000 ","$479,000 ","$154,725,000 ","$107,323,000 ","$47,402,000 ","$109,000 ","$65,098,000 ","$109,064,000 ","$1,253,000 ","$3,442,000 ","$2,006,000 ","$27,027,000 ","$33,728,000 ","$21,291,000 ",,"$11,412,000 ","$32,703,000 ","$66,431,000 ","$26,076,000 ","$7,731,000 ","$8,826,000 ","$42,633,000 ","$109,064,000 ","$87,557,000 ",,"$6,161,000 ","$7,532,000 ","$1,270,000 ","$641,000 ","$103,161,000 ","$2,000 ",,,"($659,000)",,"($657,000)","$102,504,000 ","$46,261,000 ",,"$5,314,000 ","$765,000 ","$1,245,000 ","$50,448,000 ",,"$104,033,000 ","($1,529,000)","($1,500,000)","$202,000 ","($2,827,000)","($680,000)",,"($3,507,000)",-0.90%,-0.60%,-1.50%,1.3,38,112,2.3,6.90%,39.10%,20,"($10,331,000)",-10.30%,-0.70%,-11.00%
106,Baystate Noble Hospital,AcuteHospital,4066,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$10,816,000 ",,,"$4,890,000 ","$18,000 ",,,"$1,377,000 ","$17,101,000 ","$4,278,000 ",,"$710,000 ",,"$91,984,000 ","$61,056,000 ","$30,928,000 ","$327,000 ","$36,243,000 ","$53,344,000 ","$266,000 ","$3,696,000 ","$1,584,000 ","$18,050,000 ","$23,596,000 ","$438,000 ",,"$4,131,000 ","$4,569,000 ","$28,165,000 ","$20,368,000 ","$3,905,000 ","$906,000 ","$25,179,000 ","$53,344,000 ","$47,249,000 ",,"$3,196,000 ","$2,809,000 ","$777,000 ","$147,000 ","$54,178,000 ",,,,"$5,000 ",,"$5,000 ","$54,183,000 ","$30,877,000 ",,"$4,462,000 ","$261,000 ","$758,000 ","$27,940,000 ",,"$64,298,000 ","($10,115,000)","$20,523,000 ","$402,000 ","$10,810,000 ",,,"$10,810,000 ",-18.70%,,-18.70%,0.7,38,121,-10.2,-23.50%,47.20%,14,"($13,701,000)",-27.10%,,-27.10%
14495,Baystate Wing Hospital,AcuteHospital,4066,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$15,192,000 ","$12,896,000 ",,"$8,510,000 ","$54,000 ",,"$784,000 ","$1,946,000 ","$39,382,000 ","$10,085,000 ",,"$1,517,000 ",,"$114,832,000 ","$60,621,000 ","$54,211,000 ","$68,000 ","$65,881,000 ","$105,263,000 ","$948,000 ","$3,610,000 ","$9,734,000 ","$23,329,000 ","$37,621,000 ","$24,550,000 ",,"$4,483,000 ","$29,033,000 ","$66,654,000 ","$26,670,000 ","$1,758,000 ","$10,181,000 ","$38,609,000 ","$105,263,000 ","$80,063,000 ",,"$2,772,000 ","$2,312,000 ","$1,098,000 ","$20,000 ","$86,265,000 ","$82,000 ",,,"$66,000 ",,"$148,000 ","$86,413,000 ","$45,283,000 ",,"$6,218,000 ","$825,000 ","$974,000 ","$40,410,000 ",,"$93,710,000 ","($7,297,000)","$2,463,000 ","$257,000 ","($4,577,000)","($125,000)",,"($4,702,000)",-8.60%,0.20%,-8.40%,1,39,142,-0.1,-1.70%,36.70%,10,"($10,707,000)",-13.10%,0.20%,-12.90%
4066,"Baystate Health, Inc.",HHS,4066,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$717,557,000 ","$404,792,000 ",,"$148,943,000 ",,,"$9,269,000 ","$136,092,000 ","$1,416,653,000 ","$556,995,000 ",,,"$4,112,000 ","$2,041,294,000 ","$1,345,461,000 ","$695,833,000 ","$168,658,000 ","$1,425,598,000 ","$2,842,251,000 ","$12,237,000 ","$40,617,000 ",,"$684,005,000 ","$736,859,000 ","$554,923,000 ",,"$418,447,000 ","$973,370,000 ","$1,710,229,000 ","$1,010,426,000 ","$60,736,000 ","$60,860,000 ","$1,132,022,000 ","$2,842,251,000 ","$1,454,046,000 ",,"$934,556,000 ","$90,152,000 ","$22,760,000 ","$5,255,000 ","$2,506,769,000 ","$5,790,000 ",,,"$3,442,000 ",,"$9,232,000 ","$2,516,001,000 ","$1,150,805,000 ",,"$79,218,000 ","$12,621,000 ","$14,533,000 ","$1,214,588,000 ",,"$2,471,765,000 ","$44,236,000 ",,"$1,558,000 ","$45,794,000 ","($9,027,000)",,"$36,767,000 ",1.40%,0.40%,1.80%,1.9,37,106,5.5,9.60%,39.80%,17,"($68,676,000)",-3.20%,0.40%,-2.90%
11490,Baystate Medical Practice,PhysicianOrganization,4066,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$171,943,000 ",,"$162,674,000 ","$6,138,000 ",,"$861,000 ","$341,616,000 ",,,,"($1,832,000)",,"($1,832,000)","$339,784,000 ","$306,431,000 ",,"$2,302,000 ","$189,000 ",,"$88,701,000 ",,"$397,623,000 ","($57,839,000)","$55,161,000 ","($1,458,000)","($4,136,000)","($1,881,000)",,"($6,017,000)",-16.50%,-0.50%,-17.00%,-,,,-292.8,,,0,"($63,977,000)",-18.60%,-0.50%,-19.20%
14417,Baystate Westfield Medical Corporation,PhysicianOrganization,4066,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,,,,,,,-,,,,,,-,-,,,,,,,,-,-,,,,,,-,,,,-,,,0,,,0,-,,,
3115,UMass Memorial Medical Center,AcuteHospital,6755,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$234,166,000 ","$32,756,000 ","$8,474,000 ","$145,094,000 ","$62,009,000 ",,"$153,400,000 ","$72,913,000 ","$708,812,000 ","$12,231,000 ",,"$63,257,000 ",,"$1,402,478,000 ","$896,655,000 ","$505,823,000 ","$356,999,000 ","$938,310,000 ","$1,647,122,000 ","$21,565,000 ","$200,125,000 ","$55,543,000 ","$385,472,000 ","$662,705,000 ","$416,296,000 ",,"$134,011,000 ","$550,307,000 ","$1,213,012,000 ","$370,853,000 ","$35,595,000 ","$27,662,000 ","$434,110,000 ","$1,647,122,000 ","$1,780,535,490 ",,"$104,532,871 ","$131,926,639 ",,"$1,405,000 ","$2,018,400,000 ","$10,712,000 ","$2,231,000 ",,"$6,915,000 ",,"$19,858,000 ","$2,038,258,000 ","$769,879,000 ",,"$68,414,000 ","$16,285,000 ","$25,832,000 ","$1,111,445,000 ",,"$1,991,855,000 ","$46,403,000 ","$189,974,000 ","$1,156,000 ","$237,533,000 ",,,"$237,533,000 ",1.30%,1.00%,2.30%,1.1,30,88,3.5,10.60%,26.40%,13,"($85,523,639)",-5.50%,1.00%,-4.50%
133,Marlborough Hospital,AcuteHospital,6755,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$32,465,000 ","$448,000 ",,"$7,566,000 ",,,"$9,759,000 ","$4,157,000 ","$54,395,000 ","$6,592,000 ",,,,"$66,945,000 ","$38,245,000 ","$28,700,000 ","$19,395,000 ","$54,687,000 ","$109,082,000 ","$322,000 ","$12,720,000 ","$19,240,000 ","$9,145,000 ","$41,427,000 ","$6,421,000 ","$6,894,000 ","$2,833,000 ","$16,148,000 ","$57,575,000 ","$46,276,000 ","$3,095,000 ","$2,136,000 ","$51,507,000 ","$109,082,000 ","$76,155,360 ",,"($440,332)","$14,630,972 ",,"$346,000 ","$90,692,000 ","$624,000 ","$407,000 ",,"$812,000 ",,"$1,843,000 ","$92,535,000 ","$38,643,000 ",,"$3,694,000 ","$532,000 ","$1,312,000 ","$46,547,000 ",,"$90,728,000 ","$1,807,000 ","$3,497,000 ","$237,000 ","$5,541,000 ","$177,000 ",,"$5,718,000 ",,2.00%,2.00%,1.3,36,120,7.1,11.50%,47.20%,10,"($12,823,972)",-18.80%,2.40%,-16.50%
14496,HealthAlliance-Clinton Hospital,AcuteHospital,6755,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$17,081,000 ","$10,984,000 ",,"$15,370,000 ","$4,621,000 ",,"$16,031,000 ","$8,550,000 ","$72,637,000 ","$19,024,000 ",,"$8,452,000 ",,"$325,023,000 ","$192,689,000 ","$132,334,000 ","$69,405,000 ","$229,215,000 ","$301,852,000 ","$44,000 ","$26,634,000 ","$26,193,000 ","$20,421,000 ","$73,292,000 ","$10,000 ","$58,869,000 ","$7,850,000 ","$66,729,000 ","$140,021,000 ","$129,386,000 ","$8,614,000 ","$23,831,000 ","$161,831,000 ","$301,852,000 ","$187,912,041 ",,"$1,889,045 ","$18,918,914 ",,"$628,000 ","$209,348,000 ","$1,630,000 ","$1,238,000 ",,"$2,047,000 ",,"$4,915,000 ","$214,263,000 ","$86,090,000 ",,"$13,126,000 ","$2,659,000 ","$2,237,000 ","$106,353,000 ",,"$210,465,000 ","$3,798,000 ","($2,654,000)","$2,002,000 ","$3,146,000 ",,,"$3,146,000 ",-0.50%,2.30%,1.80%,1,30,86,7.2,23.10%,53.60%,15,"($15,120,914)",-10.30%,2.50%,-7.70%
6755,UMass  Memorial Health Care. Inc.,HHS,6755,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$570,584,000 ","$108,506,000 ","$8,474,000 ","$200,116,000 ",,,"$208,302,000 ","$110,792,000 ","$1,206,774,000 ","$242,032,000 ",,"$9,128,000 ",,"$2,262,588,000 ","$1,306,227,000 ","$956,361,000 ","$850,072,000 ","$2,057,593,000 ","$3,264,367,000 ","$37,615,000 ","$257,982,000 ",,"$592,796,000 ","$888,393,000 ","$532,221,000 ",,"$788,353,000 ","$1,320,574,000 ","$2,208,967,000 ","$954,378,000 ","$47,334,000 ","$53,688,000 ","$1,055,400,000 ","$3,264,367,000 ","$2,502,141,437 ",,"$122,592,450 ","$183,041,113 ",,"$3,033,000 ","$2,810,808,000 ","$39,361,000 ","$35,919,000 ",,"($42,148,000)",,"$33,132,000 ","$2,843,940,000 ","$1,606,247,000 ",,"$126,269,000 ","$20,108,000 ","$29,381,000 ","$1,084,983,000 ",,"$2,866,988,000 ","($23,048,000)",,"$2,324,000 ","($20,724,000)","($5,391,000)",,"($26,115,000)",-2.00%,1.20%,-0.80%,1.4,29,84,2.1,7.30%,32.30%,10,"($206,089,113)",-9.00%,1.20%,-7.70%
9784,UMass Memorial Medical Group Inc.,PhysicianOrganization,6755,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$409,278,546 ",,"$184,563,756 ","$13,296,698 ",,"$415,000 ","$607,554,000 ","$948,000 ","$67,000 ",,"$1,407,000 ",,"$2,422,000 ","$609,976,000 ","$482,170,000 ",,"$2,676,000 ","$2,000 ",,"$169,502,000 ",,"$654,350,000 ","($44,374,000)","$36,479,000 ",,"($7,895,000)",,,"($7,895,000)",-7.70%,0.40%,-7.30%,-,,,"-20,848.00",,,0,"($228,937,756)",-54.40%,0.60%,-53.80%
25,Signature Healthcare Brockton Hospital,AcuteHospital,9991,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$46,176,895 ",,,"$25,181,089 ",,,"$7,976,989 ","$8,030,256 ","$87,365,229 ","$111,623,120 ",,,,"$250,056,567 ","$127,366,198 ","$122,690,369 ","$7,447,622 ","$241,761,111 ","$329,126,340 ","$4,656,352 ","$11,468,468 ",,"$102,169,054 ","$118,293,874 ","$80,766,100 ",,"$63,108,431 ","$143,874,531 ","$262,168,405 ","$59,266,257 ",,"$7,691,678 ","$66,957,935 ","$329,126,340 ","$237,309,067 ","$37,231,288 ","$29,359,271 ","$7,500,000 ","$760,510 ","$356,165 ","$312,516,301 ","($45,482)",,,"$715,189 ",,"$669,707 ","$313,186,008 ","$178,670,553 ",,"$12,539,251 ","$4,191,947 ","$2,856,667 ","$97,922,415 ",,"$296,180,833 ","$17,005,175 ","($5,007,985)","$2,693,889 ","$14,691,079 ","($12,601,254)",,"$2,089,825 ",5.20%,0.20%,5.40%,0.7,39,137,3.8,14.80%,20.30%,10,"$8,744,665 ",2.60%,0.20%,2.90%
9991,Signature Healthcare Corporations,HHS,9991,2020,30-Sep,5,12,"10/01/2019-09/30/2020
","$47,019,816 ",,,"$29,068,342 ",,,"$8,104,061 ","$9,729,855 ","$93,922,074 ","$124,381,312 ",,,,"$269,891,781 ","$140,820,884 ","$129,070,897 ","$15,541,328 ","$268,993,537 ","$362,915,611 ","$4,745,869 ","$12,568,468 ",,"$111,626,145 ","$128,940,482 ","$81,022,719 ",,"$76,554,702 ","$157,577,421 ","$286,517,903 ","$68,706,030 ",,"$7,691,678 ","$76,397,708 ","$362,915,611 ","$291,810,120 ","$50,438,121 ","$22,597,308 ","$11,578,567 ","$760,510 ","$594,057 ","$377,778,683 ","($45,482)","$341,613 ",,"$585,457 ",,"$881,588 ","$378,660,271 ","$244,170,680 ",,"$13,444,650 ","$4,191,947 ","$2,856,667 ","$106,669,144 ",,"$371,333,088 ","$7,327,183 ",,"$3,498,500 ","$10,825,683 ","($12,601,254)",,"($1,775,571)",1.70%,0.20%,1.90%,0.7,36,119,2.8,9.90%,21.10%,10,"($5,011,894)",-1.60%,0.20%,-1.40%
10327,Signature Healthcare Medical Group,PhysicianOrganization,9991,2020,30-Sep,5,12,"10/01/2019-09/30/2020
",,,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$54,501,053 ","$13,206,833 ","$213,595 ","$4,078,567 ",,,"$72,000,048 ",,,,,,-,"$72,000,048 ","$68,064,703 ",,"$830,321 ",,,"$13,345,353 ",,"$82,240,377 ","($10,240,329)","$5,955,622 ",,"($4,284,707)",,,"($4,284,707)",-14.20%,,-14.20%,-,,,0,,,0,"($14,318,896)",-21.10%,,-21.10%
42,Steward Carney Hospital,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
","$21,250 ",,,"$9,801,143 ",,,"($944,996)","$6,064,889 ","$14,942,286 ",,,,"$22,183,546 ","$23,649,542 ","$10,003,304 ","$13,646,238 ","$442,912 ","$36,272,697 ","$51,214,983 ","$18,034 ","$955,758 ",,"$17,333,009 ","$18,306,800 ","$137,182 ",,"$6,130,946 ","$6,268,128 ","$24,574,929 ","$26,640,054 ",,,"$26,640,054 ","$51,214,983 ","$101,124,221 ",,"$22,742,303 ","$41,595,421 ",,,"$165,461,945 ",,,,,,-,"$165,461,945 ","$78,106,898 ",,"$1,425,681 ","$961,395 ",,"$80,869,849 ",,"$161,363,823 ","$4,098,122 ",,,"$4,098,122 ",,,"$4,098,122 ",2.50%,,2.50%,0.8,35,40,6.6,29.90%,52.00%,7,"($37,497,299)",-30.30%,,-30.30%
8701,Steward Good Samaritan Medical Center,AcuteHospital,11273,2020,31-Dec,5,12,"01/01/2020-12/31/2020
","$3,008 ",,,"$24,400,101 ",,,"($821,886)","$3,734,615 ","$27,315,838 ",,,,"$22,237,946 ","$41,166,245 ","$26,632,364 ","$14,533,881 ","$1,136,564 ","$37,908,391 ","$65,224,229 ","$366,536 ","$1,157,845 ",,"$28,360,777 ","$29,885,158 ","$1,007,913 ",,"$4,472,699 ","$5,480,612 ","$35,365,770 ","$29,858,459 ",,,"$29,858,459 ","$65,224,229 ","$268,039,685 ",,"$28,794,462 ","$44,336,804 ",,,"$341,170,952 ",,,,,,-,"$341,170,952 ","$135,672,774 ",,"$2,644,676 ","$46,944 ",,"$144,029,890 ",,"$282,394,284 ","$58,776,667 ",,,"$58,776,667 ",,,"$58,776,667 ",17.20%,,17.20%,0.9,33,37,148.7,198.80%,45.80%,10,"$14,439,863 ",4.90%,,4.90%
