Org ID,Organization Name,Organization Type,HHS Org ID,Submission Period Year,"Year Ending 
Date",Org Quarter,Number Of Months,Quarter Range,Cash and Cash Equivalents,Short Term Investments,Current Assets Whose Use is Limited,Net Patient Accounts Receivable,Receivables Due From Affiliates,Third Party Settlements,Other Current Assets,Total Current Assets,Non Current Assets Whose Use is Limited,Contribution Receivables,Interest in Net Assets,Investment in Affiliates,Gross Property Plant and Equipment,Less Accumulated Depreciation,Net Property Plant and Equipment,Other Non Current Assets,Total Non Current Assets,Total Assets,Current Long Term Debt,Estimated Third Party Settlements,Current Liabilities Due to Affiliates,Other Current Liabilities,Total Current Liabilities,Long Term Debt Net of Current Portion,Non Current Liabilities Due to Affiliates,Other Non Current Liabilities,Total Non Current Liabilities,Total Liabilities,Net Unrestricted Assets,Net Temporarily Restricted Assets,Net Permanently Restricted Assets,Total Net Assets or Equity,Total Liabilities And Net Assets or Equity,Net Patient Service Revenue,Alternative Payment Methods,Other Operating Revenue,  Other Operating Revenue: Federal COVID-19 Relief Funds,     Other Operating Revenue: State & Other COVID-19 Relief Funds,Net Assets Released From Restrictions Used for Operations,Total Operating Revenue,Investment Income,Net Contribution Revenue,Change in Interest in Net Assets,Non Operating Gains Losses,Equity Method of Alternative Investment,Total Non Operating Revenue,Total Unrestricted Revenue Gains and Other Support,Salary and Benefit Expense,Outside Medical and Pharmacy Services,Depreciation and Amortization Expense,Interest Expense,Health Safety Net Assessment,Other Operating Expenses,Net Nonrecurring Gains and Losses,Total Expenses Including Nonrecurring Gains Losses,Total Excess of Revenue Gains and Other Support Over Expenses,Transfers from to Parent and Affiliates,Other Changes in Unrestricted Net Assets,Sub Total Increase / Decrease in Unrestricted Net Assets,Changes in Unrestricted Assets Related to Pension Activities,Changes in Accounting Principles,Total Increase or Decrease in Unrestricted Net Assets,"FINANCIAL METRICS (With COVID-19 Relief Funds)
Operating Margin ","FINANCIAL METRICS (With COVID-19 Relief Funds) 
Non Operating Margin "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Total Margin"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Current Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Days in Accounts Receivable"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Payment Period"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Debt Service Coverage Ratio"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Cash Flow to Total Debt"," FINANCIAL METRICS (With COVID-19 Relief Funds)
Equity Financing Ratio "," FINANCIAL METRICS (With COVID-19 Relief Funds)
Average Age of Plant"
89,Massachusetts Eye and Ear Infirmary,AcuteHospital,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","($30,623,000)","$29,683,000","$4,839,000","$28,444,000",,"$744,000","$11,775,000","$44,862,000",,,,,"$322,084,000","$178,976,000","$143,108,000","$59,503,000","$202,611,000","$247,473,000","$9,641,000","$63,000","$12,454,000","$30,765,000","$52,923,000","$125,352,000",,"$56,226,000","$181,578,000","$234,501,000","$9,465,000","$3,507,000",,"$12,972,000","$247,473,000","$289,207,000",,"$75,498,000",,,,"$364,705,000","($1,248,000)","($2,710,000)",,,,"($3,958,000)","$360,747,000","$114,022,000",,"$21,720,000","$5,178,000","$1,196,000","$221,494,000",,"$363,610,000","($2,863,000)","($910,000)","$1,221,000","($2,552,000)","$28,000",,"($2,524,000)",0.3%,-1.1%,-0.8%,0.8,36,56,1.6,10.6%,5.2%,8
91,Massachusetts General Hospital,AcuteHospital,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","($8,460,000)","$7,226,000","$163,541,000","$552,413,000",,"$29,128,000","$243,405,000","$987,253,000","$337,814,000","$81,286,000","$2,376,957,000",,"$4,954,114,000","$2,696,954,000","$2,257,160,000","$386,673,000","$5,439,890,000","$6,427,143,000","$61,281,000","$11,333,000","$166,015,000","$570,115,000","$808,744,000","$435,798,000",,"$674,176,000","$1,109,974,000","$1,918,718,000","$1,984,655,000","$2,523,770,000",,"$4,508,425,000","$6,427,143,000","$3,879,518,000",,"$1,988,864,000",,,,"$5,868,382,000","$6,984,000",,,"($560,000)",,"$6,424,000","$5,874,806,000","$1,929,901,000",,"$243,926,000","$21,414,000","$20,756,000","$3,297,955,000",,"$5,513,952,000","$360,854,000","($5,131,000)","$30,250,000","$385,973,000","($3,208,000)",,"$382,765,000",6.0%,0.1%,6.1%,1.2,52,55,7.6,48.6%,70.1%,11
101,Nantucket Cottage Hospital,AcuteHospital,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$13,607,000","($12,447,000)","$6,709,000","$6,560,000","$4,859,000","$967,000","$4,774,000","$25,029,000","$5,036,000","$2,342,000",,,"$142,303,000","$44,834,000","$97,469,000","$35,864,000","$140,711,000","$165,740,000","$94,000","$266,000",,"$4,469,000","$4,829,000","$1,702,000",,"$909,000","$2,611,000","$7,440,000","$118,716,000","$39,584,000",,"$158,300,000","$165,740,000","$75,967,000",,"$9,846,000",,,,"$85,813,000","$666,000","$1,470,000",,"$4,085,000",,"$6,221,000","$92,034,000","$47,710,000",,"$6,507,000","$96,000","$261,000","$35,595,000",,"$90,169,000","$1,865,000","$421,000","$5,706,000","$7,992,000","$4,000",,"$7,996,000",-4.7%,6.8%,2.0%,5.2,32,20,44.6,128.2%,95.5%,7
105,Newton-Wellesley Hospital,AcuteHospital,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","($14,398,000)","$116,409,000","$56,611,000","$72,431,000",,"$2,191,000","$14,103,000","$247,347,000","$48,193,000","$2,836,000",,,"$640,661,000","$388,270,000","$252,391,000","$120,732,000","$424,152,000","$671,499,000","$25,502,000","$3,556,000","$28,465,000","$58,360,000","$115,883,000","$212,362,000",,"$45,839,000","$258,201,000","$374,084,000","$199,558,000","$97,857,000",,"$297,415,000","$671,499,000","$691,817,000",,"$28,449,000",,,,"$720,266,000","$17,240,000","($3,056,000)",,"($9,551,000)",,"$4,633,000","$724,899,000","$366,119,000",,"$36,971,000","$6,890,000","$3,808,000","$298,255,000",,"$712,043,000","$12,856,000","($13,306,000)","$4,260,000","$3,810,000","$2,133,000",,"$5,943,000",1.1%,0.6%,1.8%,2.1,38,61,1.8,15.2%,44.3%,11
345,North Shore Medical Center,AcuteHospital,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$8,534,000","$46,926,000","$25,882,000","$60,411,000",,"$6,534,000","$8,188,000","$156,475,000","$47,893,000","$379,000",,,"$677,029,000","$313,528,000","$363,501,000","$71,789,000","$483,562,000","$640,037,000","$15,790,000","$1,750,000","$23,181,000","$45,708,000","$86,429,000","$207,301,000",,"$18,034,000","$225,335,000","$311,764,000","$273,960,000","$54,313,000",,"$328,273,000","$640,037,000","$552,498,000",,"$35,185,000",,"$12,492,000",,"$600,175,000","$10,774,000","($506,000)",,"($5,718,000)",,"$4,550,000","$604,725,000","$346,078,000",,"$40,296,000","$8,292,000","$2,296,000","$214,824,000",,"$611,786,000","($7,061,000)","($19,081,000)",,"($26,142,000)","$2,329,000",,"($23,813,000)",-1.9%,0.8%,-1.2%,1.8,40,54,1.7,11.3%,51.3%,8
10996,Brigham and Women's Physicians Organization,PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$888,425,000",,"$311,130,000",,,,"$1,199,555,000","$39,848,000",,,"$720,000",,"$40,568,000","$1,240,123,000","$975,000,000",,"$7,537,000","$1,275,000",,"$202,238,000",,"$1,186,050,000","$54,073,000","($6,368,000)","($1,180,000)","$46,525,000",,,"$46,525,000",1.1%,3.3%,4.4%,-,,,,,,
9323,CD Practice Associates,PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$58,232,000",,"$11,516,000",,,,"$69,748,000",,,,,,-,"$69,748,000","$67,964,000",,"$100,000",,,"$24,108,000",,"$92,172,000","($22,424,000)","$23,079,000",,"$655,000",,,"$655,000",-32.2%,,-32.2%,-,,,,,,
14423,"Massachusetts Eye and Ear Associates, Inc",PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$157,950,000",,"$27,713,000",,,,"$185,663,000","$3,002,000",,,,,"$3,002,000","$188,665,000","$149,636,000",,"$312,000","$2,000",,"$24,639,000",,"$174,589,000","$14,076,000","$485,000",,"$14,561,000",,,"$14,561,000",5.9%,1.6%,7.5%,-,,,,,,
11002,Massachusetts General Hospital Physicians Organization,PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$1,023,270,000",,"$514,853,000",,,,"$1,538,123,000","$56,570,000",,,"$31,729,000",,"$88,299,000","$1,626,422,000","$1,264,955,000",,"$19,205,000","$2,037,000",,"$213,069,000",,"$1,499,266,000","$127,156,000","($49,000)",,"$127,107,000","($262,000)",,"$126,845,000",2.4%,5.4%,7.8%,-,,,,,,
16579,Nantucket Physician Organization,PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$1,433,000",,"$343,000",,,,"$1,776,000",,,,,,-,"$1,776,000",,,,,,"$1,422,000",,"$1,422,000","$354,000","($280,000)",,"$74,000",,,"$74,000",19.9%,,19.9%,-,,,,,,
8644,Newton-Wellesley Physician Hospital Group,PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$92,193,000",,"$33,125,000",,,,"$125,318,000",,,,,,-,"$125,318,000","$98,015,000",,"$1,476,000",,,"$36,124,000",,"$135,615,000","($10,297,000)","$8,350,000",,"($1,947,000)",,,"($1,947,000)",-8.2%,,-8.2%,-,,,,,,
11004,North Shore Physicians Group,PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$177,666,000",,"$39,195,000",,,,"$216,861,000","($680,000)",,,,,"($680,000)","$216,181,000","$202,123,000",,"$2,013,000","$23,000",,"$40,847,000",,"$245,006,000","($28,825,000)","$20,346,000",,"($8,479,000)",,,"($8,479,000)",-13.0%,-0.3%,-13.3%,-,,,,,,
8745,Partners Community Physician Organization,PhysicianOrganization,3791,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$156,324,000",,"$57,408,000",,,,"$213,732,000","$6,151,000",,,,,"$6,151,000","$219,883,000","$105,054,000",,"$1,741,000","$54,000",,"$121,055,000",,"$227,904,000","($8,021,000)","$19,222,000",,"$11,201,000","$4,000",,"$11,205,000",-6.4%,2.8%,-3.6%,-,,,,,,
13157,"Milford Regional Medical Center, Inc. and Affiliates",HHS,13157,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$2,143,608","$26,902,538","$3,222,590","$34,431,052",,,"$14,616,009","$81,315,797","$28,561,550","$5,568,887",,,"$283,084,171","$149,041,234","$134,042,937","$43,239,921","$211,413,295","$292,729,092","$7,765,005","$7,172,074",,"$36,844,935","$51,782,014","$97,195,285",,"$48,680,011","$145,875,296","$197,657,310","$88,396,214",,"$6,675,568","$95,071,782","$292,729,092","$374,277,364",,"$13,304,507",,"$4,010,810",,"$391,592,681","$6,087,309","$763,132",,"($7,882)",,"$6,842,559","$398,435,240","$239,713,901",,"$12,669,318","$4,322,199","$5,532,372","$144,686,792",,"$406,924,582","($8,489,342)",,"$1,226,175","($7,263,167)",,,"($7,263,167)",-3.8%,1.7%,-2.1%,1.6,34,41,0.7,3.1%,32.5%,12
97,Milford Regional Medical Center,AcuteHospital,13157,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$2,316,892","$26,902,538","$3,222,590","$28,364,917",,,"$8,304,989","$69,111,926","$21,340,344","$5,568,887",,,"$266,786,806","$135,962,937","$130,823,869","$13,688,433","$171,421,533","$240,533,459","$4,740,675","$7,235,805",,"$25,746,351","$37,722,831","$97,195,285",,"$13,437,036","$110,632,321","$148,355,152","$85,502,739",,"$6,675,568","$92,178,307","$240,533,459","$277,120,988",,"$7,092,392",,"$4,010,810",,"$288,224,190","$6,083,065","$763,132",,"($3,882)",,"$6,842,315","$295,066,505","$148,465,262",,"$11,533,859","$4,322,199","$5,532,372","$124,748,325",,"$294,602,017","$464,488","($8,256,416)","$1,226,175","($6,565,753)",,,"($6,565,753)",-2.2%,2.3%,0.2%,1.8,37,39,1.8,8.9%,38.3%,12
8750,Milford Regional Physician Group,PhysicianOrganization,13157,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$97,156,376",,"$18,439,357",,,,"$115,595,733","$4,244",,,"($4,000)",,$244,"$115,595,977","$91,248,639",,"$1,135,459",,,"$32,165,709",,"$124,549,807","($8,953,830)","$8,256,416",,"($697,414)",,,"($697,414)",-7.7%,,-7.7%,-,,,,,,
9991,Signature Healthcare Corporations,HHS,9991,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$55,170,365",,,"$12,555,292",,"$8,675,811","$23,198,839","$99,600,307","$95,700,647",,,,"$310,416,956","$169,992,023","$140,424,933","$26,945,599","$263,071,179","$362,671,486","$3,831,422","$16,290,613",,"$77,804,743","$97,926,778","$74,022,750",,"$38,849,402","$112,872,152","$210,798,930","$138,360,951",,"$13,511,605","$151,872,556","$362,671,486","$214,217,923","$38,593,584","$79,324,807","$10,529,439","$118,672","$914,467","$343,698,892","$5,556,246","($868,011)",,"$82,485,994",,"$87,174,229","$430,873,121","$232,999,416",,"$13,058,091","$3,831,917","$11,024,596","$142,133,163",,"$403,047,183","$27,825,938",,"$1,819,699","$29,645,637","$8,748,990",,"$38,394,627",-13.8%,20.2%,6.5%,1.0,21,76,5.8,23.8%,41.9%,13
25,Signature Healthcare Brockton Hospital,AcuteHospital,9991,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$54,528,983",,,"$9,402,388",,"$7,856,406","$17,046,538","$88,834,315","$81,173,754",,,,"$290,547,154","$154,457,804","$136,089,350","$16,746,345","$234,009,449","$322,843,764","$3,831,422","$14,990,501",,"$68,061,686","$86,883,609","$74,022,748",,"$20,877,839","$94,900,587","$181,784,196","$127,547,964",,"$13,511,604","$141,059,568","$322,843,764","$166,568,691","$25,714,705","$87,043,873","$10,257,034","$118,672","$547,766","$290,250,741","$5,556,246",,,"$82,512,750",,"$88,068,996","$378,319,737","$167,886,152",,"$12,279,024","$3,825,165","$11,024,596","$133,207,841",,"$328,222,778","$50,096,959","($12,839,745)","($2,835,105)","$34,422,109","$8,748,990",,"$43,171,099",-10.0%,23.3%,13.2%,1.0,21,83,8.6,38.8%,43.7%,13
10327,Signature Healthcare Medical Group,PhysicianOrganization,9991,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$47,649,231","$12,878,879","$536,981","$272,405",,"$2,500","$61,339,996",,,,,,-,"$61,339,996","$67,409,511",,"$705,943","$6,752",,"$14,976,702",,"$83,098,908","($21,758,912)","$17,295,354",,"($4,463,558)",,,"($4,463,558)",-35.5%,,-35.5%,-,,,,,,
12759,South Shore Health and Educational Corporation and Subsidiaries,HHS,12759,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$34,139,117","$49,166,858","$15,786,013","$101,436,126",,"$6,131,604","$38,880,447","$245,540,165","$229,058,569","$2,480,825",,,"$704,846,796","$414,605,905","$290,240,891","$87,910,138","$609,690,423","$855,230,588","$18,827,936","$4,934,883",,"$113,858,399","$137,621,218","$263,955,179",,"$39,509,953","$303,465,132","$441,086,350","$395,120,338",,"$19,023,900","$414,144,238","$855,230,588","$863,182,979",,"$53,410,498",,"$13,173,803","$4,012,756","$933,780,036","$3,869,914","$1,156,544","($2,893,199)","$23,867,602",,"$26,000,861","$959,780,897","$586,453,042",,"$45,687,414","$10,875,560","$7,359,920","$302,557,240",,"$952,933,176","$6,847,721",,"$2,852,928","$9,700,649",,,"$9,700,649",-2.0%,2.7%,0.7%,1.8,43,53,1.5,8.4%,48.4%,9
122,South Shore Hospital,AcuteHospital,12759,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$11,671,589",,"$2,094,564","$94,521,834","$9,298,196",$144,"$31,712,186","$149,298,513","$219,544,898","$2,480,825",,,"$610,883,062","$378,872,554","$232,010,508","$52,655,080","$506,691,311","$655,989,824","$11,920,785","$4,861,646",,"$73,409,158","$90,191,589","$183,994,602",,"$33,459,257","$217,453,859","$307,645,448","$332,214,978",,"$16,129,398","$348,344,376","$655,989,824","$760,941,643",,"$44,152,584",,"$13,173,803","$4,012,756","$822,280,786","$3,092,702","$1,157,451","($3,055,169)","$21,394,346",,"$22,589,330","$844,870,116","$422,112,356",,"$28,464,452","$8,042,260","$7,359,920","$354,320,023",,"$820,299,011","$24,571,105",,"$1,917,422","$26,488,527",,,"$26,488,527",0.2%,2.7%,2.9%,1.7,45,39,3.1,19.3%,53.1%,13
13120,"Coastal Medical Associates, Inc",PhysicianOrganization,12759,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$99,851,318",,"$12,029,565",,,,"$111,880,883",,,,,,-,"$111,880,883","$81,824,744",,"$14,651,509","$1,769,967",,"$37,196,190",,"$135,442,410","($23,561,527)",,,"($23,561,527)",,,"($23,561,527)",-21.1%,,-21.1%,-,,,,,,
4027,"Southcoast Health Systems, Inc.",HHS,4027,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$95,179,091","$4,754,779","$8,318,484","$122,551,273",,"$9,477,512","$60,721,562","$301,002,701","$136,668,189","$999,406",,,"$1,023,028,035","$676,177,412","$346,850,623","$637,440,390","$1,121,958,608","$1,422,961,308","$11,438,336","$6,767,255",,"$191,343,139","$209,548,731","$225,102,119",,"$127,079,652","$352,181,771","$561,730,502","$776,085,001","$25,925,829","$59,219,977","$861,230,807","$1,422,961,308","$1,163,325,938",,"$155,855,312","$18,493,425","$26,152,686","$3,315,083","$1,367,142,443","$60,006,893","$892,070",,"($4,250,665)","$2,274,244","$58,922,542","$1,426,064,986","$831,859,789",,"$60,286,539","$7,356,035","$29,545,956","$427,733,079",,"$1,356,781,398","$69,283,588",,"$1,962,802","$71,246,390",,,"$71,246,390",0.7%,4.1%,4.9%,1.4,38,57,4.8,18.9%,60.5%,11
3113,Southcoast Hospitals Group,AcuteHospital,4027,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$34,903,368","$2,098,966","$2,080,484","$97,852,384","$25,787,879","$4,428,456","$50,380,086","$217,531,624","$97,002,774","$999,406",,,"$966,024,241","$642,665,178","$323,359,063","$405,779,977","$827,141,220","$1,044,672,844","$11,438,336","$6,459,645","$12,685,099","$125,950,090","$156,533,171","$225,102,119",,"$65,444,916","$290,547,035","$447,080,206","$514,870,413","$25,483,765","$57,238,460","$597,592,638","$1,044,672,844","$914,238,255",,"$143,645,720","$17,478,736","$26,152,686","$3,099,005","$1,104,614,403","$40,612,193","$769,122",,"($3,034,374)","$2,274,244","$40,621,186","$1,145,235,589","$508,411,763",,"$56,888,004","$7,356,035","$29,545,956","$431,890,925",,"$1,034,092,683","$111,142,906","($65,813,797)","$1,784,072","$47,113,181",,,"$47,113,181",6.2%,3.5%,9.7%,1.4,39,56,9.3,44.0%,57.2%,11
11497,Southcoast Physician Group,PhysicianOrganization,4027,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$207,802,555",,"$68,739,684","$866,697",,,"$277,408,936",,,,,,-,"$277,408,936","$294,273,642",,"$2,957,295",,,"$53,624,812",,"$350,855,749","($73,446,813)","$73,446,813",,($0),,,($0),-26.5%,,-26.5%,-,,,,,,
12773,"Sturdy Memorial Foundation, Inc. and Affiliates",HHS,12773,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$12,606,069",,,"$28,104,786",,,"$12,352,956","$53,063,811","$8,452,417",,,,"$278,839,357","$147,613,181","$131,226,176","$445,669,368","$585,347,961","$638,411,772",,"$1,651,817",,"$35,404,525","$37,056,342",,,"$18,429,477","$18,429,477","$55,485,819","$560,369,258","$8,514,739",,"$568,883,997","$624,369,816","$286,529,885","$262,302","$19,481,253",,,"$510,378","$306,783,818","$32,126,183","$438,534",,"$9,644,298","$82,829","$42,291,844","$349,075,662","$207,510,916",,"$12,713,836",,"$3,119,076","$108,548,579",,"$331,892,407","$17,183,255",,"$131,697","$17,314,952","$32,070,600",,"$49,385,552",-7.2%,12.1%,4.9%,1.4,36,40,0.0,54.7%,89.1%,12
129,Sturdy Memorial Hospital,AcuteHospital,12773,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$10,132,730",,,"$23,684,968","$25,576",,"$10,008,798","$43,852,072","$365,919",,,,"$237,837,921","$147,613,180","$90,224,741","$409,799,835","$500,390,495","$544,242,567",,"$1,631,286","$3,430,573","$28,846,078","$33,907,937",,,"$14,505,585","$14,505,585","$48,413,522","$495,806,454","$22,591",,"$495,829,045","$544,242,567","$232,151,290","$262,302","$17,137,311",,,"$510,378","$250,061,281","$29,907,140",,,"$7,908,559","$82,829","$37,898,528","$287,959,809","$147,181,826",,"$10,933,199",,"$3,119,076","$95,371,986",,"$256,606,087","$31,353,722",,"($18,314,232)","$13,039,490","$32,070,600",,"$45,110,090",-2.3%,13.2%,10.9%,1.3,37,48,0.0,124.7%,91.1%,14
11397,"Sturdy Memorial Associates, Inc",PhysicianOrganization,12773,2023,Sep 30,5,12,"10/01/2022-09/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$54,378,595",,"$9,754,358",,,,"$64,132,953",,,,($227),,($227),"$64,132,726","$67,175,136",,"$533,999",,,"$16,614,206",,"$84,323,341","($20,190,615)","$20,190,615",,,,,-,-31.5%,,-31.5%,-,,,,,,
14288,Trinity Health,HHS,14288,2023,Jun 30,5,12,"07/01/2022-06/30/2023
","$576,308,351","$5,266,634,507","$430,985,309","$2,475,556,652",,"$298,945,533","$1,407,330,280","$10,455,760,632","$5,781,963,744","$28,253,178",,"$5,165,540,255","$20,014,787,586","$11,168,290,096","$8,846,497,490","$2,002,190,972","$21,824,445,639","$32,280,206,271","$961,199,261","$286,408,566",,"$3,421,727,705","$4,669,335,532","$6,757,158,713",,"$2,527,709,893","$9,284,868,606","$13,954,204,138","$17,669,988,451","$413,032,255","$242,981,427","$18,326,002,133","$32,280,206,271","$18,521,694,358","$65,177,024","$2,941,354,813","$18,562,729","$2,524,799","$37,404,012","$21,586,717,735","$715,572,202",,"($77,721,065)","$753,530,797",,"$1,391,381,934","$22,978,099,669","$11,992,392,629","$841,844,202","$858,770,191","$261,911,423","$8,031,343","$7,911,728,386","$143,701,314","$22,018,379,488","$959,720,181",,"$47,072,587","$1,006,792,768","$352,439,114",,"$1,359,231,882",-1.9%,6.1%,4.2%,2.2,49,76,1.7,12.0%,56.8%,13
6547,Mercy Medical Center,AcuteHospital,14288,2023,Jun 30,5,12,"07/01/2022-06/30/2023
","$230,407","$240,307",,"$33,818,346","$90,451,048",,"$16,054,537","$140,794,645","$3,388,754","$75,544",,,"$271,551,917","$204,110,464","$67,441,453","$33,597,254","$104,503,005","$245,297,650","$2,180,336","$6,345,746","$44,780,848","$18,793,893","$72,100,823","$101,803,036",,"$887,195","$102,690,231","$174,791,054","$67,042,298","$2,987,573","$476,725","$70,506,596","$245,297,650","$276,381,722","($167,986)","$31,936,828",,"$12,158,614","$454,845","$320,764,023","$157,603","$624,468",,"($696,847)",,"$85,224","$320,849,247","$100,319,707","$7,618,237","$13,139,238","$4,214,250","$8,031,343","$177,724,612",,"$311,047,387","$9,801,860",,"($2,345,486)","$7,456,374",,,"$7,456,374",3.0%,,3.1%,2.0,45,81,4.2,13.2%,28.7%,16
12151,"Mercy Inpatient Medical Associates, Inc",PhysicianOrganization,14288,2023,Jun 30,5,12,"07/01/2022-06/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$10,916,657","$3,905","$4,964,419",,,,"$15,884,981",,,,,,-,"$15,884,981","$21,550,828","$679,602","$32,435",,,"$1,641,670",,"$23,904,535","($8,019,554)",,,"($8,019,554)",,,"($8,019,554)",-50.5%,,-50.5%,-,,,,,,
14424,"Mercy Medical Group,Inc.",PhysicianOrganization,14288,2023,Jun 30,5,12,"07/01/2022-06/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$1,932,203","$4,093","$1,777,329",,,,"$3,713,625",,,,,,-,"$3,713,625","$1,416,520","$3,184,270",,,,"$3,093,195",,"$7,693,985","($3,980,360)",,,"($3,980,360)",,,"($3,980,360)",-107.2%,,-107.2%,-,,,,,,
14425,Mercy Specialist Physicians,PhysicianOrganization,14288,2023,Jun 30,5,12,"07/01/2022-06/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$414,835",$225,"$202,953",,,,"$618,013",,,,,,-,"$618,013",$155,"$284,092","$6,098",,,"$394,750",,"$685,095","($67,082)",,,"($67,082)",,,"($67,082)",-10.9%,,-10.9%,-,,,,,,
16532,"Pioneer Valley Cardiology Associates, Inc",PhysicianOrganization,14288,2023,Jun 30,5,12,"07/01/2022-06/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$8,514,280","$186,280",,,,,"$8,700,560",,,,,,-,"$8,700,560","$2,000","$10,546,408","$4,412",$974,,"$7,113,237",,"$17,667,031","($8,966,471)",,,"($8,966,471)",,,"($8,966,471)",-103.1%,,-103.1%,-,,,,,,
16533,"Riverbend Medical Group, Inc",PhysicianOrganization,14288,2023,Jun 30,5,12,"07/01/2022-06/30/2023
",,,,,,,,-,,,,,,,-,,-,-,,,,,-,,,,-,-,,,,-,-,"$57,519,513","$3,062,717","$14,488,153",,,,"$75,070,383",,,,,,-,"$75,070,383","$75,289,633","$672,430","$1,049,951",($698),,"$16,442,590",,"$93,453,906","($18,383,523)",,,"($18,383,523)",,,"($18,383,523)",-24.5%,,-24.5%,-,,,,,,
6755,UMass  Memorial Health Care. Inc.,HHS,6755,2023,Sep 30,5,12,"10/01/2022-09/30/2023
","$308,124,000","$451,271,000","$6,440,000","$321,091,000",,"$23,153,000","$132,206,000","$1,242,285,000","$241,067,000",,"$14,758,000",,"$2,185,498,000","$1,195,177,000","$990,321,000","$1,011,273,000","$2,257,419,000","$3,499,704,000","$82,403,000","$18,717,000",,"$585,965,000","$687,085,000","$714,390,000",,"$448,357,000","$1,162,747,000","$1,849,832,000","$1,544,242,000","$45,420,000","$60,210,000","$1,649,872,000","$3,499,704,000","$3,259,282,000",,"$180,488,000","$49,563,669","$38,508,849","$4,016,000","$3,531,858,518","$327,199,000","$44,275,482",,"$64,760,000",,"$436,234,482","$3,968,093,000","$2,022,699,000",,"$141,982,000","$36,259,000","$69,864,000","$1,477,072,000",,"$3,747,876,000","$220,217,000",,"$1,841,000","$222,058,000","$82,897,000",,"$304,955,000",-5.4%,11.0%,5.5%,1.8,36,68,2.8,21.5%,47.1%,8
